# Temperature (K)	Pressure (MPa)	Experimental(m3/kg)	NIST(m3/kg)	Model(m3/kg)
2.481469999999999914e+02	1.286739999999999995e+01	6.354643826280499848e-03	6.349719999999999670e-03	6.543760268976653478e-03
2.551630000000000109e+02	1.387490000000000023e+01	6.357041291602199759e-03	6.351769999999999639e-03	6.583454478330777633e-03
2.731669999999999732e+02	1.645039999999999836e+01	6.362296117039699904e-03	6.357650000000000280e-03	6.677262113041562870e-03
1.910320000000000107e+02	4.660700000000000287e+00	6.102777063820600048e-03	6.902509999999999722e-03	6.144498865061434785e-03
1.910399999999999920e+02	4.661800000000000388e+00	6.104509992447900053e-03	6.899169999999999608e-03	6.144575490188122942e-03
1.912290000000000134e+02	4.690000000000000391e+00	6.104509992447900053e-03	6.674470000000000056e-03	6.145827454723720891e-03
1.914279999999999973e+02	4.718799999999999883e+00	6.104509992447900053e-03	6.565510000000000096e-03	6.147369220557833032e-03
1.918199999999999932e+02	4.776200000000000223e+00	6.104509992447900053e-03	6.410240000000000209e-03	6.150233597533441739e-03
1.920759999999999934e+02	4.813100000000000378e+00	6.104509992447900053e-03	6.374109999999999672e-03	6.152249417709113218e-03
1.935219999999999914e+02	5.026299999999999990e+00	6.105287142033200345e-03	6.219739999999999644e-03	6.162382972297456192e-03
1.951579999999999870e+02	5.269999999999999574e+00	6.105645893199600042e-03	6.160370000000000082e-03	6.173116125637781622e-03
1.979259999999999877e+02	5.683600000000000207e+00	6.106423332047500319e-03	6.131550000000000368e-03	6.190693765425939361e-03
2.005749999999999886e+02	6.081400000000000361e+00	6.107141143653499644e-03	6.120819999999999907e-03	6.206691050895577107e-03
2.040370000000000061e+02	6.603600000000000136e+00	6.108278023893800104e-03	6.114080000000000036e-03	6.226510069718108227e-03
2.078549999999999898e+02	7.179899999999999949e+00	6.109355458844700423e-03	6.113999999999999643e-03	6.247600031309444475e-03
2.078549999999999898e+02	7.183300000000000018e+00	6.109355458844700423e-03	6.107569999999999666e-03	6.246692979847060130e-03
2.130440000000000111e+02	7.969100000000000072e+00	6.110852526991499868e-03	6.109769999999999611e-03	6.273502147139423286e-03
2.333859999999999957e+02	1.106879999999999953e+01	6.116848143764099834e-03	6.111720000000000173e-03	6.359294730763379207e-03
2.528870000000000005e+02	1.403870000000000040e+01	6.122434635602099981e-03	6.117189999999999780e-03	6.418938652676756292e-03
2.730160000000000196e+02	1.709250000000000114e+01	6.128453012501099834e-03	6.123110000000000185e-03	6.458062095409358890e-03
2.730579999999999927e+02	1.709669999999999845e+01	6.128453012501099834e-03	6.123840000000000186e-03	6.458817624097859707e-03
1.910320000000000107e+02	4.664299999999999891e+00	5.587293618224500359e-03	6.543949999999999767e-03	6.143591715593002718e-03
1.918480000000000132e+02	4.798300000000000232e+00	5.589247164848700107e-03	5.710670000000000156e-03	6.145890592602645981e-03
1.918729999999999905e+02	4.800900000000000389e+00	5.589247164848700107e-03	5.747290000000000385e-03	6.146340512304141086e-03
1.932479999999999905e+02	5.024799999999999933e+00	5.589547831739399841e-03	5.659830000000000243e-03	6.150597674676097810e-03
1.951100000000000136e+02	5.333999999999999631e+00	5.589848530979900365e-03	5.623040000000000156e-03	6.154645858649024533e-03
1.973000000000000114e+02	5.699200000000000266e+00	5.590600420645699953e-03	5.615829999999999607e-03	6.158714976090243383e-03
1.992160000000000082e+02	6.022800000000000153e+00	5.591101792806900221e-03	5.607159999999999922e-03	6.160950651948019115e-03
2.009010000000000105e+02	6.309199999999999697e+00	5.591402659271100042e-03	5.601779999999999780e-03	6.162228726252186491e-03
2.030639999999999930e+02	6.678200000000000358e+00	5.592054647705299933e-03	5.598460000000000415e-03	6.163208876429207735e-03
2.075639999999999930e+02	7.451600000000000001e+00	5.593308899075199667e-03	5.595140000000000183e-03	6.162612015504079395e-03
2.131970000000000027e+02	8.426600000000000534e+00	5.594864952380600338e-03	5.594580000000000039e-03	6.157795930609635988e-03
2.132040000000000077e+02	8.428200000000000358e+00	5.594864952380600338e-03	5.594189999999999753e-03	6.157685420940664685e-03
2.132119999999999891e+02	8.429299999999999571e+00	5.594864952380600338e-03	5.594479999999999766e-03	6.530156518649242112e-03
2.231839999999999975e+02	1.016600000000000037e+01	5.597678083131100123e-03	5.595720000000000208e-03	6.498183569511204946e-03
2.331610000000000014e+02	1.191220000000000034e+01	5.600192198596199745e-03	5.596740000000000222e-03	6.453722357307732291e-03
2.431370000000000005e+02	1.366009999999999991e+01	5.603010690387500055e-03	5.598670000000000035e-03	6.398226494014501095e-03
2.531529999999999916e+02	1.541230000000000011e+01	5.605529599337500356e-03	5.601720000000000137e-03	6.332337232202554442e-03
2.631240000000000236e+02	1.715540000000000020e+01	5.608353467509199705e-03	5.604429999999999655e-03	6.255837142718099694e-03
2.730919999999999845e+02	1.889770000000000039e+01	5.610877183666400023e-03	5.606380000000000217e-03	6.167827712379057511e-03
2.731499999999999773e+02	1.889270000000000138e+01	5.610877183666400023e-03	5.610150000000000380e-03	6.171880689966378550e-03
1.910320000000000107e+02	4.670099999999999696e+00	5.298398828112799858e-03	5.798049999999999905e-03	6.540279218138543224e-03
1.924979999999999905e+02	4.929499999999999993e+00	5.300245666386599851e-03	5.347700000000000370e-03	6.538061827421280323e-03
1.958400000000000034e+02	5.525599999999999845e+00	5.301056880191799825e-03	5.317020000000000426e-03	6.531021547154956461e-03
1.981819999999999879e+02	5.951100000000000279e+00	5.301642911277100294e-03	5.310490000000000176e-03	6.523415078576398282e-03
2.034339999999999975e+02	6.919200000000000017e+00	5.303040893042200270e-03	5.305200000000000367e-03	6.500701364443748839e-03
2.120339999999999918e+02	8.530799999999999272e+00	5.305297256548000343e-03	5.305319999999999654e-03	6.450319375821798526e-03
2.120349999999999966e+02	8.531000000000000583e+00	5.305297256548000343e-03	5.305309999999999714e-03	6.450309676334363071e-03
2.226320000000000050e+02	1.054069999999999929e+01	5.308097815333400089e-03	5.306769999999999717e-03	6.370791603411639012e-03
2.334019999999999868e+02	1.259559999999999924e+01	5.310629894873899678e-03	5.308430000000000266e-03	6.273621683587414163e-03
2.334029999999999916e+02	1.259730000000000061e+01	5.310629894873899678e-03	5.307820000000000420e-03	6.273198445719550473e-03
2.370329999999999870e+02	1.329219999999999935e+01	5.311761067638400002e-03	5.308150000000000195e-03	6.236777852742512659e-03
2.370339999999999918e+02	1.329199999999999982e+01	5.311761067638400002e-03	5.308290000000000231e-03	6.236875210775259457e-03
2.433779999999999859e+02	1.450530000000000008e+01	5.313481373442200013e-03	5.309649999999999960e-03	6.169781692592244890e-03
2.433810000000000002e+02	1.450500000000000078e+01	5.313481373442200013e-03	5.309939999999999972e-03	6.169990342656582125e-03
2.532839999999999918e+02	1.639870000000000161e+01	5.315701308021799840e-03	5.312260000000000072e-03	6.055590821962773471e-03
2.634490000000000123e+02	1.834019999999999939e+01	5.318558236723399703e-03	5.314850000000000303e-03	5.926153763607664923e-03
2.683000000000000114e+02	1.926829999999999998e+01	5.319692789869200425e-03	5.315489999999999972e-03	5.859320364089036157e-03
2.683000000000000114e+02	1.926780000000000115e+01	5.319692789869200425e-03	5.315600000000000186e-03	5.859461305626588110e-03
2.726940000000000168e+02	2.010500000000000043e+01	5.320827827163299856e-03	5.316780000000000117e-03	5.797279376818785177e-03
2.726949999999999932e+02	2.010490000000000066e+01	5.320827827163299856e-03	5.316839999999999761e-03	5.797347121210215046e-03
2.726979999999999791e+02	2.010460000000000136e+01	5.320827827163299856e-03	5.317020000000000426e-03	5.797550346746170244e-03
1.910320000000000107e+02	4.724700000000000344e+00	4.845085653846699716e-03	4.896710000000000299e-03	6.526098938228251309e-03
1.914540000000000077e+02	4.809700000000000308e+00	4.923097669767900406e-03	4.885709999999999706e-03	6.522789301224683409e-03
1.923969999999999914e+02	4.996900000000000119e+00	4.846780661655300179e-03	4.885620000000000240e-03	6.516036172245996336e-03
1.965049999999999955e+02	5.852100000000000080e+00	4.924303120008900053e-03	4.858249999999999721e-03	6.475192340114453368e-03
2.035730000000000075e+02	7.364200000000000301e+00	4.849344258091199678e-03	4.852839999999999758e-03	6.390026572982541661e-03
2.092949999999999875e+02	8.611000000000000654e+00	4.850778037632799689e-03	4.853109999999999889e-03	6.311159252303020703e-03
2.186220000000000141e+02	1.066820000000000057e+01	4.852892521941000112e-03	4.854070000000000260e-03	6.168355266580270377e-03
2.281030000000000086e+02	1.277549999999999919e+01	4.855235709458400294e-03	4.855540000000000203e-03	6.009023084364293818e-03
2.385500000000000114e+02	1.510929999999999929e+01	4.857619009285400226e-03	4.856769999999999837e-03	5.818601538646937452e-03
2.459199999999999875e+02	1.675459999999999994e+01	4.936429256407399643e-03	4.858620000000000126e-03	5.676966532928538409e-03
2.529720000000000084e+02	1.833470000000000155e+01	4.861141493245399632e-03	4.859310000000000365e-03	5.534047254838135241e-03
2.601080000000000041e+02	1.992999999999999972e+01	4.862809825661200056e-03	4.860660000000000154e-03	5.384336466453141720e-03
2.673120000000000118e+02	2.153729999999999833e+01	4.941554944862799892e-03	4.862290000000000015e-03	5.227789072525133515e-03
2.741510000000000105e+02	2.305760000000000076e+01	4.866111946773899952e-03	4.864310000000000161e-03	5.074681570104764769e-03
1.910749999999999886e+02	4.861500000000000377e+00	4.534218175732699675e-03	4.543239999999999605e-03	6.492653116135947353e-03
1.928919999999999959e+02	5.281699999999999839e+00	4.535273680636700035e-03	4.541139999999999934e-03	6.464276585734061650e-03
1.950480000000000018e+02	5.789299999999999891e+00	4.535009758343200303e-03	4.539539999999999895e-03	6.427862264490378716e-03
1.950649999999999977e+02	5.792799999999999727e+00	4.535009758343200303e-03	4.540040000000000395e-03	6.427701985088183842e-03
1.970999999999999943e+02	6.278699999999999726e+00	4.535438647670000240e-03	4.539070000000000084e-03	6.391169714675846644e-03
2.030099999999999909e+02	6.981200000000000294e+00	4.536065631861799577e-03	5.117100000000000294e-03	6.465606006055444818e-03
2.033220000000000027e+02	7.790399999999999991e+00	4.536890875216299628e-03	4.538819999999999834e-03	6.270390162572190770e-03
2.071970000000000027e+02	8.743900000000000006e+00	4.537683391381700307e-03	4.539989999999999824e-03	6.190320186209184380e-03
2.133230000000000075e+02	1.027059999999999995e+01	4.539137057028299997e-03	4.539719999999999693e-03	6.056177235309099724e-03
2.227920000000000016e+02	1.264320000000000022e+01	4.541186985626499695e-03	4.542000000000000030e-03	5.839251791027897862e-03
2.278460000000000036e+02	1.391740000000000066e+01	4.542245737892700377e-03	4.542710000000000151e-03	5.718420478509620916e-03
2.332719999999999914e+02	1.528839999999999932e+01	4.543470535784299713e-03	4.543479999999999915e-03	5.585570270963678349e-03
2.385060000000000002e+02	1.661090000000000089e+01	4.544695994377599864e-03	4.544570000000000380e-03	5.455056956471913618e-03
2.429850000000000136e+02	1.774289999999999878e+01	4.545756383678399570e-03	4.545549999999999764e-03	5.341463314253168046e-03
2.487659999999999911e+02	1.920260000000000034e+01	4.546983075819699578e-03	4.547029999999999648e-03	5.192632353648583485e-03
2.531109999999999900e+02	2.030049999999999955e+01	4.547812296724100187e-03	4.547960000000000197e-03	5.078716030390615851e-03
2.583140000000000214e+02	2.161449999999999960e+01	4.549040098860399756e-03	4.549069999999999676e-03	4.940332899725894886e-03
2.629320000000000164e+02	2.278109999999999857e+01	4.550069308475700181e-03	4.549880000000000070e-03	4.815489081995969964e-03
2.678190000000000168e+02	2.401170000000000115e+01	4.551796770795099936e-03	4.551069999999999942e-03	4.682203548772299537e-03
2.678860000000000241e+02	2.402659999999999840e+01	4.551796770795099936e-03	4.551310000000000251e-03	4.680774227055315914e-03
2.731530000000000200e+02	2.535510000000000019e+01	4.552361802632499954e-03	4.552119999999999778e-03	4.534295111221218685e-03
1.914530000000000030e+02	5.378599999999999604e+00	4.165161654922000002e-03	4.170430000000000144e-03	6.377537448282786722e-03
1.948040000000000020e+02	6.325599999999999667e+00	4.165857448857199913e-03	4.170730000000000097e-03	6.282421816526216271e-03
1.996109999999999900e+02	7.710399999999999920e+00	4.166887650608399815e-03	4.170639999999999764e-03	6.138959557364152483e-03
2.030540000000000020e+02	8.713499999999999801e+00	4.167584021369500138e-03	4.171039999999999991e-03	6.033239371313335250e-03
2.076270000000000095e+02	1.005739999999999945e+01	4.168447844430499954e-03	4.171479999999999980e-03	5.889900581462491000e-03
2.129350000000000023e+02	1.162650000000000006e+01	4.169507212947200052e-03	4.172409999999999661e-03	5.721290787390862984e-03
2.213600000000000136e+02	1.413100000000000023e+01	4.171236812759900221e-03	4.174029999999999581e-03	5.450604374851173925e-03
2.286370000000000005e+02	1.630160000000000053e+01	4.172800265777300288e-03	4.175510000000000332e-03	5.215516628603587487e-03
2.365989999999999895e+02	1.868009999999999948e+01	4.174364891253600288e-03	4.177100000000000431e-03	4.958058889234116459e-03
2.450860000000000127e+02	2.121399999999999864e+01	4.176686049218700063e-03	4.178939999999999912e-03	4.684565495950586064e-03
2.330680000000000121e+02	2.359680000000000177e+01	4.177861594965500205e-03	3.689140000000000041e-03	4.130335592222213713e-03
2.608360000000000127e+02	2.590360000000000085e+01	4.179430019030199762e-03	4.182499999999999586e-03	4.222560347510797250e-03
2.688240000000000123e+02	2.827159999999999940e+01	4.180999621151200267e-03	4.184410000000000386e-03	3.989056182095897761e-03
2.751539999999999964e+02	3.014720000000000155e+01	4.182402048185799963e-03	4.185590000000000317e-03	3.804322972509556998e-03
1.944190000000000111e+02	7.750899999999999679e+00	3.775229481099200146e-03	3.784720000000000098e-03	5.826037803647001433e-03
1.984199999999999875e+02	9.196300000000000807e+00	3.775938298389099838e-03	3.785750000000000053e-03	5.662722763833518379e-03
2.010440000000000111e+02	1.016380000000000017e+01	3.776510119143699964e-03	3.784549999999999807e-03	5.553381026668593144e-03
2.077700000000000102e+02	1.261730000000000018e+01	3.777837410521500076e-03	3.786630000000000031e-03	5.284876421342023754e-03
2.136659999999999968e+02	1.478819999999999979e+01	3.778936564321999821e-03	3.787239999999999877e-03	5.053507071572273766e-03
2.223930000000000007e+02	1.818240000000000123e+01	3.780655273152799811e-03	3.774749999999999894e-03	4.696362999023553052e-03
2.328120000000000118e+02	2.183500000000000085e+01	3.782513235543300077e-03	3.790990000000000158e-03	4.353669483833546260e-03
2.412949999999999875e+02	2.495779999999999887e+01	3.784074417062500105e-03	3.792209999999999852e-03	4.068191439280401632e-03
2.545310000000000059e+02	2.980270000000000152e+01	3.786510595383599936e-03	3.794660000000000047e-03	3.655415403155406161e-03
2.618260000000000218e+02	3.245940000000000225e+01	3.787936984365099843e-03	3.796059999999999972e-03	3.443997180010218394e-03
2.678829999999999814e+02	3.465840000000000032e+01	3.789088081080900158e-03	3.797179999999999826e-03	3.276716787187230161e-03
2.729809999999999945e+02	3.649969999999999715e+01	3.790101625056000161e-03	3.798290000000000173e-03	3.141879241919344999e-03
1.963839999999999861e+02	1.046010000000000062e+01	3.553081221375899851e-03	3.562259999999999819e-03	5.355085514139336887e-03
2.005370000000000061e+02	1.222439999999999927e+01	3.553445750048300072e-03	3.562340000000000211e-03	5.156663546688879628e-03
2.088220000000000027e+02	1.574259999999999948e+01	3.554823533654100001e-03	3.563549999999999964e-03	4.784538458025413242e-03
2.170440000000000111e+02	1.922759999999999891e+01	3.556344387513800040e-03	3.565350000000000116e-03	4.446343002999743853e-03
2.250219999999999914e+02	2.259710000000000107e+01	3.557744722850599960e-03	3.567380000000000204e-03	4.147414297033482321e-03
2.330790000000000077e+02	2.599630000000000152e+01	3.559268077807300080e-03	3.569049999999999827e-03	3.872596751609127218e-03
2.409960000000000093e+02	2.932229999999999848e+01	3.560650380992399795e-03	3.570719999999999884e-03	3.629052731767292393e-03
2.507350000000000136e+02	3.339209999999999923e+01	3.562420482321799857e-03	3.572779999999999793e-03	3.363685326757139514e-03
2.586460000000000150e+02	3.665979999999999706e+01	3.563825607700599977e-03	3.575109999999999833e-03	3.175218181599394861e-03
2.667500000000000000e+02	1.000919999999999987e+01	3.627443133734700124e-03	1.052119999999999965e-02	8.821695301801005251e-03
2.743029999999999973e+02	1.311359999999999992e+01	3.628900031482799882e-03	8.156590000000000021e-03	8.085988362221532832e-03
1.936299999999999955e+02	1.173029999999999973e+01	3.373819709660400012e-03	3.386430000000000169e-03	5.062257863695198389e-03
1.986670000000000016e+02	1.415579999999999927e+01	3.374732846023699960e-03	3.387240000000000129e-03	4.804853258622689659e-03
2.031560000000000059e+02	1.631609999999999872e+01	3.375518538719099806e-03	3.388069999999999971e-03	4.591450694583234203e-03
2.082139999999999986e+02	1.875110000000000099e+01	3.376322882132899890e-03	3.388889999999999871e-03	4.368286411025725478e-03
2.124240000000000066e+02	2.076940000000000097e+01	3.377127608967799965e-03	3.389810000000000045e-03	4.197179009014963789e-03
2.187580000000000098e+02	2.380489999999999995e+01	3.378152361724999931e-03	3.390950000000000214e-03	3.962355401661245800e-03
2.237419999999999902e+02	2.618669999999999831e+01	3.379067845207999864e-03	3.391840000000000133e-03	3.796564847412544318e-03
2.291349999999999909e+02	2.874849999999999994e+01	3.379965500556900149e-03	3.393059999999999826e-03	3.635725145691783532e-03
2.333950000000000102e+02	3.076829999999999998e+01	3.380661969854299818e-03	3.393909999999999982e-03	3.521159256866259434e-03
2.376069999999999993e+02	3.275959999999999894e+01	3.381340386863399862e-03	3.394750000000000198e-03	3.418441752721225989e-03
2.430550000000000068e+02	3.532520000000000238e+01	3.382367698247699950e-03	3.395850000000000170e-03	3.300537795236881643e-03
2.480389999999999873e+02	3.765870000000000317e+01	3.383175309499900085e-03	3.396979999999999965e-03	3.206811950871259718e-03
2.531260000000000048e+02	4.003479999999999706e+01	3.384093517826999940e-03	3.397999999999999979e-03	3.124154571768191467e-03
2.632830000000000155e+02	4.475249999999999773e+01	3.385802711659499815e-03	3.399969999999999989e-03	2.996125056899292226e-03
2.729270000000000209e+02	4.918399999999999750e+01	3.387403198686900034e-03	3.402089999999999975e-03	2.916100389658073631e-03
1.960889999999999986e+02	1.943100000000000094e+01	3.121592820456299978e-03	3.135690000000000005e-03	4.151711906515988780e-03
2.041810000000000116e+02	2.417849999999999966e+01	3.122968860090499961e-03	3.137379999999999943e-03	3.850010418609674766e-03
2.115250000000000057e+02	2.846290000000000120e+01	3.124126923679500147e-03	3.138810000000000124e-03	3.643121479693935648e-03
2.190629999999999882e+02	3.282529999999999859e+01	3.125395518802800195e-03	3.140379999999999908e-03	3.490350391014875563e-03
2.271049999999999898e+02	3.743410000000000082e+01	3.126665144606000177e-03	3.142230000000000197e-03	3.385965054490971092e-03
2.353000000000000114e+02	4.210009999999999764e+01	3.127935802345600206e-03	3.143920000000000135e-03	3.333638342777125139e-03
2.441740000000000066e+02	4.708910000000000196e+01	3.129411688127299845e-03	3.146060000000000002e-03	3.329095729714528183e-03
2.538280000000000030e+02	5.248590000000000089e+01	3.130983309103599864e-03	3.147959999999999994e-03	3.376433622211085471e-03
2.593430000000000177e+02	5.554410000000000025e+01	3.130983309103599864e-03	3.149040000000000086e-03	3.423684637016823594e-03
2.677330000000000041e+02	6.010529999999999973e+01	3.133233471751600049e-03	3.151530000000000043e-03	3.515255949988262650e-03
2.744889999999999759e+02	6.381250000000000000e+01	3.134304614214099803e-03	3.152559999999999998e-03	3.609233219865406149e-03
1.973149999999999977e+02	2.843870000000000076e+01	2.942732379748300067e-03	2.957809999999999953e-03	3.674139476565376448e-03
2.041690000000000111e+02	3.312689999999999912e+01	2.944052532825499821e-03	2.959079999999999783e-03	3.580151591794380160e-03
2.126440000000000055e+02	3.885759999999999792e+01	2.945081683548600102e-03	2.960819999999999858e-03	3.544595144198372204e-03
2.284300000000000068e+02	4.934640000000000271e+01	2.947588029392200163e-03	2.964290000000000067e-03	3.652666785032967177e-03
2.357779999999999916e+02	5.415500000000000114e+01	2.952907224568600102e-03	2.965890000000000106e-03	3.755314091303820455e-03
2.473600000000000136e+02	6.165200000000000102e+01	2.950461642800699964e-03	2.968279999999999790e-03	3.954020396232284761e-03
2.529919999999999902e+02	6.523109999999999786e+01	2.951746814837799982e-03	2.969719999999999912e-03	4.056828844728035087e-03
1.967909999999999968e+02	3.963920000000000243e+01	2.786056327461500053e-03	2.800149999999999948e-03	3.731516584675422486e-03
2.043660000000000139e+02	4.559190000000000254e+01	2.787214698334300206e-03	2.801769999999999868e-03	3.826042012011545389e-03
2.112549999999999955e+02	5.094030000000000058e+01	2.788224387108600121e-03	2.803270000000000067e-03	3.941979193974778049e-03
2.182930000000000064e+02	5.635159999999999769e+01	2.789234807682300192e-03	2.804720000000000130e-03	4.072208787426991571e-03
2.282849999999999966e+02	6.240749999999999886e+01	2.794235295870400176e-03	2.820560000000000168e-03	4.198652707717589160e-03
2.344199999999999875e+02	6.850320000000000675e+01	2.791645306857800171e-03	2.808269999999999864e-03	4.329359532085920968e-03
3.981600000000000250e+02	4.867600000000000371e+00	4.156275976724849858e-02	4.156030000000000141e-02	3.038859162391439883e-02
2.981419999999999959e+02	4.580400000000000027e+00	3.117206982543639995e-02	3.117069999999999910e-02	1.451690879899182607e-02
3.031429999999999723e+02	4.675300000000000011e+00	3.117206982543639995e-02	3.116949999999999929e-02	1.503820461159556532e-02
3.231399999999999864e+02	5.052999999999999936e+00	3.117206982543639995e-02	3.116999999999999979e-02	1.729759263231379907e-02
3.481429999999999723e+02	5.522199999999999775e+00	3.117206982543639995e-02	3.117670000000000163e-02	2.053714424648568626e-02
3.731499999999999773e+02	5.991999999999999993e+00	3.117206982543639995e-02	3.116999999999999979e-02	2.426749417361030725e-02
3.981600000000000250e+02	6.458199999999999719e+00	3.117206982543639995e-02	3.117520000000000013e-02	2.852789899473485991e-02
2.731499999999999773e+02	5.013899999999999579e+00	2.493765586034910053e-02	2.493650000000000033e-02	1.167085656161127860e-02
2.981419999999999959e+02	5.626299999999999635e+00	2.493765586034910053e-02	2.493760000000000074e-02	1.522776489770018282e-02
3.031429999999999723e+02	5.748499999999999943e+00	2.493765586034910053e-02	2.493679999999999855e-02	1.582871256935726445e-02
3.231399999999999864e+02	5.234300000000000175e+00	2.493765586034910053e-02	3.002919999999999895e-02	1.928576223765611497e-02
3.481429999999999723e+02	6.839000000000000412e+00	2.493765586034910053e-02	2.494069999999999968e-02	2.215930922090871003e-02
3.731499999999999773e+02	7.442400000000000126e+00	2.493765586034910053e-02	2.493770000000000014e-02	2.644803141049402451e-02
3.981600000000000250e+02	8.041100000000000136e+00	2.493765586034910053e-02	2.494340000000000099e-02	3.134221242018321585e-02
2.731499999999999773e+02	5.884199999999999875e+00	2.078137988362420072e-02	2.078280000000000058e-02	1.198777551047493228e-02
2.981419999999999959e+02	6.641499999999999737e+00	2.078137988362420072e-02	2.078249999999999889e-02	1.451091136882888544e-02
3.031429999999999723e+02	6.793999999999999595e+00	2.078137988362420072e-02	2.077659999999999924e-02	1.506638080121371071e-02
